Media,Experiment,Treatment,Initial Density Bin,Days of Incubation,E. huxleyi per mL,MCP qPCR standard plate,EhVs per mL (from MCP qPCR),% Sytox Positive,% Lysotracker Positive,% Elevated UVAutofluorescence Positive,Fv/Fm
f/2,II,10:1 Co-incubation,to the fourth,7,529,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,7,412,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,7,618,,,,,,
f/2,II,10:1 Co-incubation,to the second,7,17902,,,,,,
f/2,II,10:1 Co-incubation,to the second,7,16293,,,,,,
f/2,II,10:1 Co-incubation,to the second,7,20863,,,,,,
f/2,II,10:1 Co-incubation,to the third,7,767757,,,,,,
f/2,II,10:1 Co-incubation,to the third,7,690493,,,,,,
f/2,II,10:1 Co-incubation,to the third,7,899779,,,,,,
SW,II,10:1 Co-incubation,to the fifth,7,235,,,,,,
SW,II,10:1 Co-incubation,to the fifth,7,412,,,,,,
SW,II,10:1 Co-incubation,to the fifth,7,59,,,,,,
SW,II,10:1 Co-incubation,to the first,7,84,,,,,,
SW,II,10:1 Co-incubation,to the first,7,390,,,,,,
SW,II,10:1 Co-incubation,to the first,7,257,,,,,,
SW,II,10:1 Co-incubation,to the fourth,7,588,,,,,,
SW,II,10:1 Co-incubation,to the fourth,7,382,,,,,,
SW,II,10:1 Co-incubation,to the fourth,7,265,,,,,,
SW,II,10:1 Co-incubation,to the second,7,3785,,,,,,
SW,II,10:1 Co-incubation,to the second,7,8512,,,,,,
SW,II,10:1 Co-incubation,to the second,7,15317,,,,,,
SW,II,10:1 Co-incubation,to the third,7,207059,,,,,,
SW,II,10:1 Co-incubation,to the third,7,282890,,,,,,
SW,II,10:1 Co-incubation,to the third,7,258235,,,,,,
f/2,III,10:1 Co-incubation,to the fifth,1,457147,,,,,,
f/2,III,10:1 Co-incubation,to the first,1,25,,,,,,
f/2,III,10:1 Co-incubation,to the fourth,1,54933,,,,,,
f/2,III,10:1 Co-incubation,to the second,1,323,,,,,,
f/2,III,10:1 Co-incubation,to the third,1,4040,,,,,,
f/2,III,Uninfected,to the fifth,1,450674,,,,,,
f/2,III,Uninfected,to the first,1,12,,,,,,
f/2,III,Uninfected,to the fourth,1,34256,,,,,,
f/2,III,Uninfected,to the second,1,335,,,,,,
f/2,III,Uninfected,to the third,1,3140,,,,,,
f/2,III,10:1 Co-incubation,to the fifth,3,78034,,,,,,
f/2,III,10:1 Co-incubation,to the first,3,57,,,,,,
f/2,III,10:1 Co-incubation,to the fourth,3,32874,,,,,,
f/2,III,10:1 Co-incubation,to the second,3,545,,,,,,
f/2,III,10:1 Co-incubation,to the third,3,13264,,,,,,
f/2,III,Uninfected,to the fifth,3,2617816,,,,,,
f/2,III,Uninfected,to the first,3,74,,,,,,
f/2,III,Uninfected,to the fourth,3,202080,,,,,,
f/2,III,Uninfected,to the second,3,1063,,,,,,
f/2,III,Uninfected,to the third,3,13368,,,,,,
f/2,III,10:1 Co-incubation,to the fifth,5,3613,,,,,,
f/2,III,10:1 Co-incubation,to the first,5,564,,,,,,
f/2,III,10:1 Co-incubation,to the fourth,5,880,,,,,,
f/2,III,10:1 Co-incubation,to the second,5,4376,,,,,,
f/2,III,10:1 Co-incubation,to the third,5,69000,,,,,,
f/2,III,Uninfected,to the fifth,5,5789533,,,,,,
f/2,III,Uninfected,to the first,5,827,,,,,,
f/2,III,Uninfected,to the fourth,5,1492573,,,,,,
f/2,III,Uninfected,to the second,5,6850,,,,,,
f/2,III,Uninfected,to the third,5,131093,,,,,,
f/2,IV,10:1 Co-incubation,to the second,0,256,W,9999,11,0,3,0.141
f/2,IV,10:1 Co-incubation,to the second,0,287,W,9999,3.571428571,0,0,0.141
f/2,IV,10:1 Co-incubation,to the second,0,256,W,9999,13,1,2,0.141
f/2,IV,Preinfected,to the second,0,105,W,9999,9.756097561,0,2.43902439,0.141
f/2,IV,Preinfected,to the second,0,97,W,9999,10.52631579,5.263157895,5.263157895,0.141
f/2,IV,Preinfected,to the second,0,115,W,9999,11.11111111,2.222222222,6.666666667,0.141
f/2,IV,Uninfected,to the second,0,249,W,9999,4.12371134,0,0,0.141
f/2,IV,Uninfected,to the second,0,262,W,9999,3.921568627,0,0.980392157,0.141
f/2,IV,Uninfected,to the second,0,285,W,9999,10.81081081,0,2.702702703,0.141
SW,IV,10:1 Co-incubation,to the second,0,233,W,9999,8.791208791,0,1.098901099,0.141
SW,IV,10:1 Co-incubation,to the second,0,238,W,9999,8.602150538,1.075268817,3.225806452,0.141
SW,IV,10:1 Co-incubation,to the second,0,264,W,9999,3.883495146,0.970873786,1.941747573,0.141
SW,IV,Preinfected,to the second,0,82,W,9999,15.625,0,9.375,0.141
SW,IV,Preinfected,to the second,0,100,W,9999,7.692307692,0,0,0.141
SW,IV,Preinfected,to the second,0,74,W,9999,6.896551724,0,3.448275862,0.141
SW,IV,Uninfected,to the second,0,246,W,9999,3.125,0,0,0.141
SW,IV,Uninfected,to the second,0,297,W,9999,5.172413793,0,0,0.141
SW,IV,Uninfected,to the second,0,282,W,9999,8.181818182,0,0,0.141
f/2,IV,10:1 Co-incubation,to the second,1,358,W,9999,3.007518797,0,0,0.32
f/2,IV,10:1 Co-incubation,to the second,1,328,W,9999,0.819672131,0,0,0.34
f/2,IV,10:1 Co-incubation,to the second,1,349,W,9999,3.846153846,0,0,0.401
f/2,IV,Preinfected,to the second,1,101,W,9999,5.263157895,0,0,0.217
f/2,IV,Preinfected,to the second,1,71,W,9999,0,0,0,0.028
f/2,IV,Preinfected,to the second,1,90,W,9999,20.58823529,0,5.882352941,0.084
f/2,IV,Uninfected,to the second,1,286,W,9999,5.555555556,0,0.925925926,0.345
f/2,IV,Uninfected,to the second,1,331,W,9999,2.43902439,0,0,0.467
f/2,IV,Uninfected,to the second,1,328,W,9999,2.459016393,0,0,0.111
SW,IV,10:1 Co-incubation,to the second,1,302,W,9999,2.631578947,0.877192982,0.877192982,0.312
SW,IV,10:1 Co-incubation,to the second,1,262,W,9999,5.050505051,0,1.01010101,0.249
SW,IV,10:1 Co-incubation,to the second,1,333,W,9999,1.587301587,0.793650794,0.793650794,0.348
SW,IV,Preinfected,to the second,1,123,W,9999,2.127659574,0,0,0.321
SW,IV,Preinfected,to the second,1,105,W,9999,0,0,0,0.231
SW,IV,Preinfected,to the second,1,73,W,9999,7.142857143,0,0,0.118
SW,IV,Uninfected,to the second,1,294,W,9999,0,0,0,0.263
SW,IV,Uninfected,to the second,1,328,W,9999,0.8,0,0.8,0.196
SW,IV,Uninfected,to the second,1,304,W,9999,0.862068966,0.862068966,0.862068966,0.193
f/2,IV,10:1 Co-incubation,to the second,3,2000,W,9999,4.820936639,0,0.826446281,
f/2,IV,10:1 Co-incubation,to the second,3,1802,W,9999,2.599388379,0,0.611620795,
f/2,IV,10:1 Co-incubation,to the second,3,1686,W,9999,4.738562092,0,0.980392157,0.378
f/2,IV,Preinfected,to the second,3,537,W,9999,7.179487179,0.512820513,1.025641026,
f/2,IV,Preinfected,to the second,3,460,W,9999,7.185628743,0,0,
f/2,IV,Preinfected,to the second,3,444,W,9999,5.590062112,0,0,0.275
f/2,IV,Uninfected,to the second,3,1890,W,9999,5.247813411,0,0.29154519,
f/2,IV,Uninfected,to the second,3,716,W,9999,6.153846154,0,0.769230769,
f/2,IV,Uninfected,to the second,3,1587,W,9999,2.777777778,0,0.520833333,0.39
SW,IV,10:1 Co-incubation,to the second,3,1369,W,9999,0.804828974,0,0,
SW,IV,10:1 Co-incubation,to the second,3,1113,W,9999,2.722772277,0,0.247524752,
SW,IV,10:1 Co-incubation,to the second,3,1311,W,9999,3.361344538,0,0,0.311
SW,IV,Preinfected,to the second,3,252,W,9999,1.111111111,0,0,
SW,IV,Preinfected,to the second,3,339,W,9999,4.958677686,0.826446281,2.479338843,
SW,IV,Preinfected,to the second,3,384,W,9999,0.729927007,0,0,0.292
SW,IV,Uninfected,to the second,3,1286,W,9999,0.435729847,0,0,
SW,IV,Uninfected,to the second,3,1289,W,9999,0.652173913,0,0.217391304,
SW,IV,Uninfected,to the second,3,1395,W,9999,0.602409639,0,0,0.282
f/2,IV,10:1 Co-incubation,to the second,6,25460,W,9999,3.54535975,0,0.590893292,0.384
f/2,IV,10:1 Co-incubation,to the second,6,29465,W,9999,3.589127497,0,0.600690794,0.396
f/2,IV,10:1 Co-incubation,to the second,6,25513,W,9999,2.254595907,0,0.416233091,0.332
f/2,IV,Preinfected,to the second,6,5938,W,9999,3.949329359,0,0.298062593,0.382
f/2,IV,Preinfected,to the second,6,6482,W,9999,3.344709898,0,0.136518771,0.374
f/2,IV,Preinfected,to the second,6,6544,W,9999,3.786342123,0,0.540906018,0.337
f/2,IV,Uninfected,to the second,6,28296,W,9999,3.346364347,0,0.375293198,0.332
f/2,IV,Uninfected,to the second,6,27788,W,9999,3.200636943,0,0.429936306,0.333
f/2,IV,Uninfected,to the second,6,26447,W,9999,2.693659026,0,0.451731638,0.258
SW,IV,10:1 Co-incubation,to the second,6,9814,W,9999,1.079447323,0,0,0.15
SW,IV,10:1 Co-incubation,to the second,6,8275,W,9999,1.228878648,0,0,0.182
SW,IV,10:1 Co-incubation,to the second,6,9559,W,9999,1.374113475,0,0.044326241,0.173
SW,IV,Preinfected,to the second,6,1843,W,9999,0.689655172,0,0,0.169
SW,IV,Preinfected,to the second,6,1869,W,9999,1.133786848,0,0.22675737,0.133
SW,IV,Preinfected,to the second,6,2085,W,9999,1.62601626,0,0,0.212
SW,IV,Uninfected,to the second,6,8453,W,9999,0.852130326,0,0,0.141
SW,IV,Uninfected,to the second,6,8305,W,9999,0.765306122,0,0,0.109
SW,IV,Uninfected,to the second,6,7975,W,9999,1.062699256,0,0.053134963,0.142
f/2,IV,10:1 Co-incubation,to the second,9,422865,W,9999,1.854515281,0.001382935,0.106485963,0.385
f/2,IV,10:1 Co-incubation,to the second,9,478298,W,9999,1.98926506,0,0.117375197,0.423
f/2,IV,10:1 Co-incubation,to the second,9,439047,W,9999,1.866084154,0,0.103893336,0.352
f/2,IV,Preinfected,to the second,9,103491,W,9999,2.113352546,0,0.10736283,0.394
f/2,IV,Preinfected,to the second,9,105216,W,9999,2.012005336,0,0.094486438,0.417
f/2,IV,Preinfected,to the second,9,112825,W,9999,3.374280827,0,0.176229721,0.333
f/2,IV,Uninfected,to the second,9,530906,W,9999,1.8604395,0,0.087018781,0.466
f/2,IV,Uninfected,to the second,9,505532,W,9999,1.949193716,0,0.108738403,0.365
f/2,IV,Uninfected,to the second,9,468058,W,9999,1.48054674,0,0.08995727,0.371
SW,IV,10:1 Co-incubation,to the second,9,63948,W,9999,0.752424984,0,0,0.346
SW,IV,10:1 Co-incubation,to the second,9,56388,W,9999,0.750488331,0.010280662,0.030841986,0.303
SW,IV,10:1 Co-incubation,to the second,9,58783,W,9999,0.581854043,0,0,0.241
SW,IV,Preinfected,to the second,9,12968,W,290000,0.625838176,0,0,0.149
SW,IV,Preinfected,to the second,9,12974,W,9999,0.312779267,0,0.089365505,0.146
SW,IV,Preinfected,to the second,9,14754,W,9999,0.47151277,0,0,0.23
SW,IV,Uninfected,to the second,9,57507,W,9999,0.695564516,0,0.02016129,0.194
SW,IV,Uninfected,to the second,9,53751,W,9999,0.506902502,0,0.01078516,0.199
SW,IV,Uninfected,to the second,9,57722,W,9999,0.713066185,0,0.010043186,
f/2,IV,10:1 Co-incubation,to the second,12,1915495,W,,2.609753341,0,0.086650915,0.324
f/2,IV,10:1 Co-incubation,to the second,12,2031897,W,9999,0.793529991,0,0.028920211,0.392
f/2,IV,10:1 Co-incubation,to the second,12,1982134,W,5351191552,1.180649826,0,0.035367484,0.46
f/2,IV,Preinfected,to the second,12,439320,W,9999,13.32191299,0,0.166611912,0.016
f/2,IV,Preinfected,to the second,12,312330,W,9999,21.7982572,0,0.613942435,0.015
f/2,IV,Preinfected,to the second,12,309959,W,9999,22.3973924,0,0.658551187,0.047
f/2,IV,Uninfected,to the second,12,2405186,W,9999,0.915547593,0,0.049720749,0.454
f/2,IV,Uninfected,to the second,12,2455732,W,9999,0.939942739,0,0.046598322,0.448
f/2,IV,Uninfected,to the second,12,2430866,W,9999,1.184084413,0,0.044106296,0.476
SW,IV,10:1 Co-incubation,to the second,12,134928,W,38212953,5.142114914,0,0.137530562,
SW,IV,10:1 Co-incubation,to the second,12,167887,W,442982,2.965919558,0,0.036843721,0.183
SW,IV,10:1 Co-incubation,to the second,12,56309,W,9999,13.71292567,0,0.714024167,0.017
SW,IV,Preinfected,to the second,12,43557,W,8071,2.556213018,0,0,0.309
SW,IV,Preinfected,to the second,12,33247,W,2453890,5.550387597,0,0.062015504,0.114
SW,IV,Preinfected,to the second,12,60722,W,9999,1.222410866,0,0.016977929,
SW,IV,Uninfected,to the second,12,191196,W,9999,0.237247924,0,0.048527984,0.412
SW,IV,Uninfected,to the second,12,197804,W,9999,0.286652421,0,0.015635587,0.428
SW,IV,Uninfected,to the second,12,194515,W,9999,0.408098368,0,0.04239983,0.401
f/2,V,10:1 Co-incubation,to the fifth,0,267419,G,243273,9.42466448,0.042781765,,
f/2,V,10:1 Co-incubation,to the fifth,0,327194,G,9999,7.56406456,0.007155196,,
f/2,V,10:1 Co-incubation,to the fifth,0,312295,G,9999,9.140750544,0.001181586,,
f/2,V,10:1 Co-incubation,to the first,0,131,G,9999,70.2970297,10.89108911,,
f/2,V,10:1 Co-incubation,to the first,0,73,G,9999,39.65517241,1.724137931,,
f/2,V,10:1 Co-incubation,to the first,0,57,G,9999,30.23255814,11.62790698,,
f/2,V,10:1 Co-incubation,to the fourth,0,28549,G,9999,7.391355972,0.077178817,,
f/2,V,10:1 Co-incubation,to the fourth,0,33475,G,9999,7.73989137,0.007543754,,
f/2,V,10:1 Co-incubation,to the fourth,0,30352,G,9999,7.96304176,0.012157316,,
f/2,V,10:1 Co-incubation,to the second,0,377,G,9999,12.89398281,0,,
f/2,V,10:1 Co-incubation,to the second,0,359,G,9999,11.39240506,0.421940928,,
f/2,V,10:1 Co-incubation,to the second,0,372,G,9999,7.936507937,0.793650794,,
f/2,V,10:1 Co-incubation,to the third,0,3380,G,9999,8.224674022,0.250752257,,
f/2,V,10:1 Co-incubation,to the third,0,3532,G,9999,8.042895442,0,,
f/2,V,10:1 Co-incubation,to the third,0,3400,G,105202,7.433532284,0.162778079,,
f/2,V,Preinfected,to the fifth,0,288682,G,1111077,9.447444184,0.183838407,,
f/2,V,Preinfected,to the fifth,0,293109,G,9999,8.549097451,0.352335463,,
f/2,V,Preinfected,to the fifth,0,318693,G,9999,8.481838543,0.130922626,,
f/2,V,Preinfected,to the first,0,44,G,9999,25,2.777777778,,
f/2,V,Preinfected,to the first,0,37,G,9999,18.75,3.125,,
f/2,V,Preinfected,to the first,0,56,G,9999,33.33333333,4.166666667,,
f/2,V,Preinfected,to the fourth,0,29820,G,9999,8.031117081,0.134318334,,
f/2,V,Preinfected,to the fourth,0,34240,G,9999,8.825403568,0.392948173,,
f/2,V,Preinfected,to the fourth,0,30644,G,9999,8.847523842,0.137883488,,
f/2,V,Preinfected,to the second,0,375,G,9999,9.061488673,0,,
f/2,V,Preinfected,to the second,0,348,G,9999,10.56105611,1.98019802,,
f/2,V,Preinfected,to the second,0,339,G,9999,13.84083045,1.384083045,,
f/2,V,Preinfected,to the third,0,3090,G,9999,8.570399712,0.108030248,,
f/2,V,Preinfected,to the third,0,3387,G,9999,9.447128288,0.429414922,,
f/2,V,Preinfected,to the third,0,3187,G,9999,8.508287293,0.055248619,,
f/2,V,Preinfected with added viruses,to the fifth,0,290692,G,1473337,7.155101994,0.348608443,,
f/2,V,Preinfected with added viruses,to the fifth,0,272662,G,9999,7.728822707,0.120207051,,
f/2,V,Preinfected with added viruses,to the fifth,0,268398,G,264327,8.107035195,0.065749482,,
f/2,V,Preinfected with added viruses,to the first,0,25,G,9999,22.72727273,4.545454545,,
f/2,V,Preinfected with added viruses,to the first,0,44,G,9999,15,0,,
f/2,V,Preinfected with added viruses,to the first,0,30,G,9999,15.38461538,0,,
f/2,V,Preinfected with added viruses,to the fourth,0,30391,G,9999,8.33058215,0.220094641,,
f/2,V,Preinfected with added viruses,to the fourth,0,27874,G,9999,7.818192678,0.083617034,,
f/2,V,Preinfected with added viruses,to the fourth,0,26853,G,9999,7.8983261,0.049597024,,
f/2,V,Preinfected with added viruses,to the second,0,271,G,9999,9.87654321,0.411522634,,
f/2,V,Preinfected with added viruses,to the second,0,320,G,9999,8.333333333,0.694444444,,
f/2,V,Preinfected with added viruses,to the second,0,276,G,9999,8.43373494,0.803212851,,
f/2,V,Preinfected with added viruses,to the third,0,3077,G,9999,8.641304348,0.543478261,,
f/2,V,Preinfected with added viruses,to the third,0,2882,G,9999,8.31728918,0.115517905,,
f/2,V,Preinfected with added viruses,to the third,0,2584,G,9999,8.891752577,0.193298969,,
f/2,V,Uninfected,to the fifth,0,270200,G,431335,5.277381195,0.221802978,,
f/2,V,Uninfected,to the fifth,0,239783,G,9999,5.521633702,0.131467469,,
f/2,V,Uninfected,to the fifth,0,255792,G,9999,5.623212962,0.058244202,,
f/2,V,Uninfected,to the first,0,39,G,9999,21.21212121,0,,
f/2,V,Uninfected,to the first,0,38,G,9999,35.29411765,5.882352941,,
f/2,V,Uninfected,to the first,0,55,G,9999,51.06382979,8.510638298,,
f/2,V,Uninfected,to the fourth,0,27031,G,9999,5.445124023,0.246347265,,
f/2,V,Uninfected,to the fourth,0,28446,G,9999,6.287965851,0.320144475,,
f/2,V,Uninfected,to the fourth,0,23862,G,9999,5.628606565,0.085138587,,
f/2,V,Uninfected,to the second,0,299,G,9999,11.328125,0,,
f/2,V,Uninfected,to the second,0,334,G,9999,13.51351351,1.689189189,,
f/2,V,Uninfected,to the second,0,332,G,9999,18.36734694,2.857142857,,
f/2,V,Uninfected,to the third,0,3077,G,9999,7.569721116,0.170745589,,
f/2,V,Uninfected,to the third,0,3038,G,9999,7.148347425,0.461183705,,
f/2,V,Uninfected,to the third,0,2659,G,9999,6.112054329,0.339558574,,
SW,V,Preinfected,to the second,0,226,G,9999,8.612440191,0.4784689,,
SW,V,Preinfected,to the second,0,228,G,9999,10,0,,
SW,V,Preinfected,to the second,0,222,G,9999,13.17073171,0.487804878,,
SW,V,Uninfected,to the second,0,226,G,9999,6.698564593,0.4784689,,
SW,V,Uninfected,to the second,0,231,G,9999,7.511737089,0,,
SW,V,Uninfected,to the second,0,196,G,9999,9.392265193,1.104972376,,
f/2,V,10:1 Co-incubation,to the fifth,1,282746,H,16824393,8.102797687,0.209882332,,
f/2,V,10:1 Co-incubation,to the fifth,1,243772,H,239757936,5.450647103,1.562863269,,
f/2,V,10:1 Co-incubation,to the fifth,1,215938,H,16550723,8.480359278,0.288705491,,
f/2,V,10:1 Co-incubation,to the first,1,110,H,9999,45.97701149,6.896551724,,
f/2,V,10:1 Co-incubation,to the first,1,54,H,9999,23.25581395,6.976744186,,
f/2,V,10:1 Co-incubation,to the first,1,46,H,9999,17.64705882,0,,
f/2,V,10:1 Co-incubation,to the fourth,1,38870,H,9999,3.242921336,0.097450057,,
f/2,V,10:1 Co-incubation,to the fourth,1,36933,H,9999,2.770673487,0.485933504,,
f/2,V,10:1 Co-incubation,to the fourth,1,30581,H,9999,3.124839125,0.15958816,,
f/2,V,10:1 Co-incubation,to the second,1,434,H,9999,11.04651163,1.744186047,,
f/2,V,10:1 Co-incubation,to the second,1,500,H,9999,6.297229219,0.755667506,,
f/2,V,10:1 Co-incubation,to the second,1,372,H,9999,3.597122302,0,,
f/2,V,10:1 Co-incubation,to the third,1,4194,H,9999,3.702588802,0.120409392,,
f/2,V,10:1 Co-incubation,to the third,1,3970,H,9999,2.73592387,0.356859635,,
f/2,V,10:1 Co-incubation,to the third,1,3282,H,9999,2.839600921,0.153491942,,
f/2,V,Preinfected,to the fifth,1,192236,H,5889846,5,1.044568245,,
f/2,V,Preinfected,to the fifth,1,212510,H,13818798,4.339874144,0.161195325,,
f/2,V,Preinfected,to the fifth,1,209859,H,1230019,5.450834051,1.317258317,,
f/2,V,Preinfected,to the first,1,43,H,9999,12.5,6.25,,
f/2,V,Preinfected,to the first,1,36,H,9999,3.703703704,0,,
f/2,V,Preinfected,to the first,1,58,H,9999,32.55813953,4.651162791,,
f/2,V,Preinfected,to the fourth,1,28203,H,9999,4.165183339,0.45093153,,
f/2,V,Preinfected,to the fourth,1,27418,H,9999,4.324843825,0.156174916,,
f/2,V,Preinfected,to the fourth,1,28226,H,9999,4.126156035,0.320132796,,
f/2,V,Preinfected,to the second,1,307,H,9999,3.930131004,0,,
f/2,V,Preinfected,to the second,1,325,H,9999,5.668016194,1.619433198,,
f/2,V,Preinfected,to the second,1,312,H,9999,8.154506438,0.858369099,,
f/2,V,Preinfected,to the third,1,3024,H,9999,4.20540062,0.664010624,,
f/2,V,Preinfected,to the third,1,2921,H,9999,4.465493911,0.180423996,,
f/2,V,Preinfected,to the third,1,2707,H,9999,3.857566766,0.296735905,,
f/2,V,Preinfected with added viruses,to the fifth,1,174729,H,90362541,5.40520556,0.702454895,,
f/2,V,Preinfected with added viruses,to the fifth,1,150648,H,2183720,5.773149196,0.701833824,,
f/2,V,Preinfected with added viruses,to the fifth,1,147597,H,2815753,6.958194529,2.223994745,,
f/2,V,Preinfected with added viruses,to the first,1,35,H,9999,22.22222222,7.407407407,,
f/2,V,Preinfected with added viruses,to the first,1,30,H,9999,18.18181818,9.090909091,,
f/2,V,Preinfected with added viruses,to the first,1,28,H,9999,15,10,,
f/2,V,Preinfected with added viruses,to the fourth,1,25849,H,9999,3.948519305,0.712232913,,
f/2,V,Preinfected with added viruses,to the fourth,1,24563,H,9999,3.721188559,0.374895862,,
f/2,V,Preinfected with added viruses,to the fourth,1,26846,H,9999,4.062943377,0.954469238,,
f/2,V,Preinfected with added viruses,to the second,1,314,H,9999,3.703703704,0.823045267,,
f/2,V,Preinfected with added viruses,to the second,1,326,H,9999,3.765690377,0.418410042,,
f/2,V,Preinfected with added viruses,to the second,1,317,H,9999,8.733624454,2.183406114,,
f/2,V,Preinfected with added viruses,to the third,1,2798,H,9999,3.416435826,0.738688827,,
f/2,V,Preinfected with added viruses,to the third,1,2261,H,9999,2.172601086,0.362100181,,
f/2,V,Preinfected with added viruses,to the third,1,2537,H,9999,3.711790393,0.927947598,,
f/2,V,Uninfected,to the fifth,1,240764,H,9999,2.903619357,0.322624373,,
f/2,V,Uninfected,to the fifth,1,263598,H,9999,3.365664649,2.314685846,,
f/2,V,Uninfected,to the fifth,1,279330,H,9999,3.367369644,0.578534873,,
f/2,V,Uninfected,to the first,1,25,H,9999,15.78947368,10.52631579,,
f/2,V,Uninfected,to the first,1,51,H,9999,18.42105263,7.894736842,,
f/2,V,Uninfected,to the first,1,44,H,9999,21.875,6.25,,
f/2,V,Uninfected,to the fourth,1,24869,H,9999,2.230971129,0.485564304,,
f/2,V,Uninfected,to the fourth,1,26328,H,9999,2.865111562,0.988843813,,
f/2,V,Uninfected,to the fourth,1,28874,H,9999,2.638922108,0.613888225,,
f/2,V,Uninfected,to the second,1,287,H,9999,3.181818182,0.909090909,,
f/2,V,Uninfected,to the second,1,332,H,9999,2.81124498,1.606425703,,
f/2,V,Uninfected,to the second,1,355,H,9999,6.614785992,1.945525292,,
f/2,V,Uninfected,to the third,1,2858,H,9999,2.603928735,0.365463682,,
f/2,V,Uninfected,to the third,1,2884,H,9999,3.425925926,1.435185185,,
f/2,V,Uninfected,to the third,1,2913,H,9999,2.702702703,0.61640588,,
SW,V,Preinfected,to the second,1,274,H,9999,5.472636816,0.497512438,,
SW,V,Preinfected,to the second,1,299,H,9999,3.652968037,0.913242009,,
SW,V,Preinfected,to the second,1,258,H,9999,3.703703704,0,,
SW,V,Uninfected,to the second,1,297,H,9999,1.376146789,0,,
SW,V,Uninfected,to the second,1,302,H,9999,5.882352941,0,,
SW,V,Uninfected,to the second,1,296,H,9999,4.147465438,0.460829493,,
f/2,V,10:1 Co-incubation,to the fifth,2,161631,I,6214155,11.04177731,1.911842804,,
f/2,V,10:1 Co-incubation,to the fifth,2,176724,I,16891826,10.53668244,3.023534428,,
f/2,V,10:1 Co-incubation,to the fifth,2,152515,I,4622011,8.817516922,1.467314769,,
f/2,V,10:1 Co-incubation,to the first,2,133,I,9999,12.90322581,0,,
f/2,V,10:1 Co-incubation,to the first,2,109,I,9999,7.692307692,2.197802198,,
f/2,V,10:1 Co-incubation,to the first,2,68,I,9999,6.896551724,1.724137931,,
f/2,V,10:1 Co-incubation,to the fourth,2,77320,I,9999,2.10312076,0.407055631,,
f/2,V,10:1 Co-incubation,to the fourth,2,75475,I,9999,1.992154998,0.582431951,,
f/2,V,10:1 Co-incubation,to the fourth,2,74524,I,9999,1.250435793,0.171993027,,
f/2,V,10:1 Co-incubation,to the second,2,791,I,9999,3.616636528,0.904159132,,
f/2,V,10:1 Co-incubation,to the second,2,821,I,9999,3.644314869,1.020408163,,
f/2,V,10:1 Co-incubation,to the second,2,755,I,9999,2.140672783,0.152905199,,
f/2,V,10:1 Co-incubation,to the third,2,7651,I,9999,2.299925206,0.224382947,,
f/2,V,10:1 Co-incubation,to the third,2,8722,I,9999,2.073732719,0.576036866,,
f/2,V,10:1 Co-incubation,to the third,2,7828,I,9999,1.044432643,0.265533723,,
f/2,V,Preinfected,to the fifth,2,118693,I,2286060,4.9685178,1.45623825,,
f/2,V,Preinfected,to the fifth,2,88764,I,44470667,5.094260896,0.356560331,,
f/2,V,Preinfected,to the fifth,2,92163,I,3437793,4.818319455,0.89326268,,
f/2,V,Preinfected,to the first,2,57,I,9999,3.921568627,1.960784314,,
f/2,V,Preinfected,to the first,2,50,I,9999,4.651162791,4.651162791,,
f/2,V,Preinfected,to the first,2,51,I,9999,10.63829787,0,,
f/2,V,Preinfected,to the fourth,2,43339,I,144689,2.884929716,0.384112455,,
f/2,V,Preinfected,to the fourth,2,35724,I,340558,2.064090481,0.065975495,,
f/2,V,Preinfected,to the fourth,2,37678,I,9999,1.962781224,0.18516804,,
f/2,V,Preinfected,to the second,2,567,I,461548,1.458333333,0.416666667,,
f/2,V,Preinfected,to the second,2,442,I,9999,2.538071066,0,,
f/2,V,Preinfected,to the second,2,501,I,9999,3.944315545,0.464037123,,
f/2,V,Preinfected,to the third,2,5282,I,9999,1.824034335,0.214592275,,
f/2,V,Preinfected,to the third,2,4342,I,9999,2.067717757,0.12923236,,
f/2,V,Preinfected,to the third,2,4781,I,9999,3.088521401,0.559338521,,
f/2,V,Preinfected with added viruses,to the fifth,2,118526,I,7836794,8.296640913,1.356927252,,
f/2,V,Preinfected with added viruses,to the fifth,2,106860,I,11054414,13.36684353,2.572217568,,
f/2,V,Preinfected with added viruses,to the fifth,2,84344,I,4232657,11.19311679,1.594506058,,
f/2,V,Preinfected with added viruses,to the first,2,64,I,9999,13.79310345,8.620689655,,
f/2,V,Preinfected with added viruses,to the first,2,61,I,9999,8.695652174,4.347826087,,
f/2,V,Preinfected with added viruses,to the first,2,41,I,285598,19.35483871,0,,
f/2,V,Preinfected with added viruses,to the fourth,2,32929,I,600994,3.88736606,0.373785198,,
f/2,V,Preinfected with added viruses,to the fourth,2,40400,I,9999,5.104846321,1.649636834,,
f/2,V,Preinfected with added viruses,to the fourth,2,31869,I,9999,4.883271531,0.919204053,,
f/2,V,Preinfected with added viruses,to the second,2,521,I,9999,2.100840336,0.210084034,,
f/2,V,Preinfected with added viruses,to the second,2,544,I,9999,3.170731707,0.243902439,,
f/2,V,Preinfected with added viruses,to the second,2,458,I,9999,3.87409201,0.484261501,,
f/2,V,Preinfected with added viruses,to the third,2,5164,I,9999,2.012711864,0.169491525,,
f/2,V,Preinfected with added viruses,to the third,2,5150,I,9999,3.888745815,0.87561164,,
