Media,Experiment,Treatment,Initial Density Bin,Days of Incubation,E. huxleyi per mL,MCP qPCR standard plate,EhVs per mL (from MCP qPCR),% Sytox Positive,% Lysotracker Positive,% Elevated UVAutofluorescence Positive,Fv/Fm
SW,VI,10:1 Co-incubation,to the second,14,1093,B,9999,5.660377358,,3.144654088,0.243
SW,VI,10:1 Co-incubation,to the second,14,313,B,9999,9.89010989,,5.494505495,0.231
SW,VI,10:1 Co-incubation,to the second,14,268,B,9999,14.1025641,,6.41025641,0.176
SW,VI,10:1 Co-incubation,to the third,14,1887,B,9999,12.02185792,,13.1147541,0.198
SW,VI,10:1 Co-incubation,to the third,14,1601,B,9999,7.081545064,,7.081545064,0.201
SW,VI,10:1 Co-incubation,to the third,14,2155,B,9999,11.80223285,,9.56937799,0.238
SW,VI,Preinfected,to the fourth,14,443,B,9999,20.8,,58.4,0.122
SW,VI,Preinfected,to the fourth,14,468,B,3628538,17.42424242,,62.12121212,0.104
SW,VI,Preinfected,to the fourth,14,376,B,7190997,24.52830189,,53.77358491,0.126
SW,VI,Preinfected,to the second,14,135,B,9999,23.68421053,,26.31578947,
SW,VI,Preinfected,to the second,14,213,B,9999,11.66666667,,18.33333333,0.152
SW,VI,Preinfected,to the second,14,177,B,9999,18,,20,0.193
SW,VI,Preinfected,to the third,14,1762,B,9999,6.639839034,,24.34607646,0.241
SW,VI,Preinfected,to the third,14,1011,B,9999,10.87719298,,25.96491228,0.207
SW,VI,Preinfected,to the third,14,1170,B,9999,8.787878788,,17.27272727,0.241
SW,VI,Uninfected,to the fourth,14,320463,B,9999,0,,0,0.478
SW,VI,Uninfected,to the second,14,4775,B,9999,2.93901543,,14.91550331,0.251
SW,VI,Uninfected,to the second,14,2512,B,9999,2.793296089,,14.94413408,0.244
SW,VI,Uninfected,to the third,14,161684,B,9999,0.390625,,2.6171875,0.377
SW,VI,Uninfected,to the third,14,130484,B,9999,0.354953211,,4.130364634,0.474
SW,VI,Uninfected,to the third,14,89495,B,9999,0.705716302,,5.363443896,0.289
f/2,VII,10:1 Co-incubation,to the fifth,2,378591,V,182514535,13.07133998,,,
f/2,VII,10:1 Co-incubation,to the fifth,2,326908,V,9999,12.69978842,,,
f/2,VII,10:1 Co-incubation,to the fifth,2,321097,V,164914938,11.35211112,,,
f/2,VII,10:1 Co-incubation,to the first,2,69,V,9999,8.474576272,,,
f/2,VII,10:1 Co-incubation,to the first,2,53,V,9999,8.510638298,,,
f/2,VII,10:1 Co-incubation,to the first,2,44,V,9999,2.5,,,
f/2,VII,10:1 Co-incubation,to the fourth,2,56750,V,175000,4.723233098,,,
f/2,VII,10:1 Co-incubation,to the fourth,2,47410,V,9999,6.024519928,,,
f/2,VII,10:1 Co-incubation,to the fourth,2,52550,V,9999,3.583237735,,,
f/2,VII,10:1 Co-incubation,to the second,2,448,V,9999,6.249999999,,,
f/2,VII,10:1 Co-incubation,to the second,2,333,V,9999,3.72881356,,,
f/2,VII,10:1 Co-incubation,to the second,2,492,V,9999,3.603603604,,,
f/2,VII,10:1 Co-incubation,to the third,2,4643,V,9999,4.6937751,,,
f/2,VII,10:1 Co-incubation,to the third,2,4161,V,9999,2.507335291,,,
f/2,VII,Uninfected,to the fifth,2,460945,V,9999,6.802937724,,,
f/2,VII,Uninfected,to the fifth,2,457198,V,9999,5.110175159,,,
f/2,VII,Uninfected,to the fifth,2,607943,V,9999,2.747778721,,,
f/2,VII,Uninfected,to the first,2,43,V,9999,9.090909093,,,
f/2,VII,Uninfected,to the first,2,61,V,9999,11.53846154,,,
f/2,VII,Uninfected,to the first,2,37,V,9999,9.375000002,,,
f/2,VII,Uninfected,to the fourth,2,45362,V,9999,2.143796137,,,
f/2,VII,Uninfected,to the fourth,2,40751,V,9999,2.362882008,,,
f/2,VII,Uninfected,to the fourth,2,52922,V,9999,3.104272713,,,
f/2,VII,Uninfected,to the second,2,460,V,9999,1.994301994,,,
f/2,VII,Uninfected,to the second,2,331,V,9999,2.135231317,,,
f/2,VII,Uninfected,to the second,2,403,V,9999,2.898550726,,,
f/2,VII,Uninfected,to the third,2,4436,V,9999,2.481902791,,,
f/2,VII,Uninfected,to the third,2,4014,V,9999,1.938895417,,,
f/2,VII,Uninfected,to the third,2,4560,V,9999,3.761514841,,,
f/2,VII,10:1 Co-incubation,to the fifth,3,313020,U,7857982,13.00332121,,,
f/2,VII,10:1 Co-incubation,to the fifth,3,274202,U,283108386,16.59176306,,,
f/2,VII,10:1 Co-incubation,to the fifth,3,250829,U,135440146,21.74887041,,,
f/2,VII,10:1 Co-incubation,to the first,3,155,U,9999,5.555555554,,,
f/2,VII,10:1 Co-incubation,to the first,3,113,U,9999,8.98876405,,,
f/2,VII,10:1 Co-incubation,to the first,3,95,U,9999,1.249999999,,,
f/2,VII,10:1 Co-incubation,to the fourth,3,103699,U,305144,2.423235564,,,
f/2,VII,10:1 Co-incubation,to the fourth,3,103700,U,9999,2.738736628,,,
f/2,VII,10:1 Co-incubation,to the fourth,3,89949,U,269531,4.15687271,,,
f/2,VII,10:1 Co-incubation,to the second,3,1122,U,9999,2.087912087,,,
f/2,VII,10:1 Co-incubation,to the second,3,1011,U,9999,2.628285357,,,
f/2,VII,10:1 Co-incubation,to the second,3,1002,U,9999,3.206650832,,,
f/2,VII,10:1 Co-incubation,to the third,3,11313,U,9999,2.136239781,,,
f/2,VII,10:1 Co-incubation,to the third,3,9618,U,9999,0,,,
f/2,VII,Uninfected,to the fifth,3,1252063,U,9999,1.955691148,,,
f/2,VII,Uninfected,to the fifth,3,1318865,U,9999,1.414675465,,,
f/2,VII,Uninfected,to the fifth,3,1289710,U,9999,2.23624809,,,
f/2,VII,Uninfected,to the first,3,91,U,9999,8.641975308,,,
f/2,VII,Uninfected,to the first,3,121,U,9999,2.803738317,,,
f/2,VII,Uninfected,to the first,3,102,U,9999,2.298850573,,,
f/2,VII,Uninfected,to the fourth,3,89497,U,9999,1.828028427,,,
f/2,VII,Uninfected,to the fourth,3,111523,U,9999,2.612488893,,,
f/2,VII,Uninfected,to the fourth,3,126084,U,9999,2.668983646,,,
f/2,VII,Uninfected,to the second,3,1091,U,9999,2.265705458,,,
f/2,VII,Uninfected,to the second,3,860,U,9999,3.157894737,,,
f/2,VII,Uninfected,to the second,3,781,U,9999,3.609022556,,,
f/2,VII,Uninfected,to the third,3,9253,U,9999,3.132969034,,,
f/2,VII,Uninfected,to the third,3,10371,U,9999,2.661431065,,,
f/2,VII,Uninfected,to the third,3,11187,U,9999,3.000734445,,,
f/2,VII,10:1 Co-incubation,to the fifth,4,7971,U,6452256,56.05511239,,,
f/2,VII,10:1 Co-incubation,to the fifth,4,6285,U,77202344,45.94198653,,,
f/2,VII,10:1 Co-incubation,to the fifth,4,5251,U,9093227,50.44658807,,,
f/2,VII,10:1 Co-incubation,to the first,4,808,U,9999,2.384500745,,,
f/2,VII,10:1 Co-incubation,to the first,4,712,U,9999,3.074433657,,,
f/2,VII,10:1 Co-incubation,to the first,4,600,U,9999,2.539062499,,,
f/2,VII,10:1 Co-incubation,to the fourth,4,72719,U,10677405,41.72915397,,,
f/2,VII,10:1 Co-incubation,to the fourth,4,86853,U,51296874,34.45219567,,,
f/2,VII,10:1 Co-incubation,to the fourth,4,76071,U,11074330,34.07734425,,,
f/2,VII,10:1 Co-incubation,to the second,4,6517,U,9999,2.126086153,,,
f/2,VII,10:1 Co-incubation,to the second,4,6273,U,9999,1.671258035,,,
f/2,VII,10:1 Co-incubation,to the second,4,4865,U,9999,3.710843374,,,
f/2,VII,10:1 Co-incubation,to the third,4,59408,U,9999,2.303839056,,,
f/2,VII,10:1 Co-incubation,to the third,4,58122,U,9999,1.559960357,,,
f/2,VII,Uninfected,to the fifth,4,4052355,U,9999,1.758659722,,,
f/2,VII,Uninfected,to the fifth,4,4319095,U,9999,1.107374781,,,
f/2,VII,Uninfected,to the fifth,4,4323821,U,9999,2.392629185,,,
f/2,VII,Uninfected,to the first,4,514,U,9999,4.487179488,,,
f/2,VII,Uninfected,to the first,4,683,U,9999,3.645833333,,,
f/2,VII,Uninfected,to the first,4,533,U,9999,8.853118712,,,
f/2,VII,Uninfected,to the fourth,4,682800,U,9999,2.965409136,,,
f/2,VII,Uninfected,to the fourth,4,758765,U,9999,2.093697981,,,
f/2,VII,Uninfected,to the fourth,4,698300,U,9999,3.631947894,,,
f/2,VII,Uninfected,to the second,4,6358,U,9999,5.357760111,,,
f/2,VII,Uninfected,to the second,4,5771,U,9999,3.802672149,,,
f/2,VII,Uninfected,to the second,4,3757,U,9999,6.191155493,,,
f/2,VII,Uninfected,to the third,4,60580,U,9999,4.810622551,,,
f/2,VII,Uninfected,to the third,4,65658,U,9999,4.019873531,,,
f/2,VII,Uninfected,to the third,4,49658,U,9999,6.388810946,,,
f/2,VII,10:1 Co-incubation,to the fifth,5,3723,T,38308807,71.41429284,,,
f/2,VII,10:1 Co-incubation,to the fifth,5,1791,T,23808194,56.54822336,,,
f/2,VII,10:1 Co-incubation,to the fifth,5,1636,T,1053249,56.35080645,,,
f/2,VII,10:1 Co-incubation,to the first,5,1683,T,9999,1.451278507,,,
f/2,VII,10:1 Co-incubation,to the first,5,1448,T,9999,1.334379906,,,
f/2,VII,10:1 Co-incubation,to the first,5,1170,T,9999,1.938325991,,,
f/2,VII,10:1 Co-incubation,to the fourth,5,27691,T,2528635,45.06852997,,,
f/2,VII,10:1 Co-incubation,to the fourth,5,34195,T,10857215,34.63603977,,,
f/2,VII,10:1 Co-incubation,to the fourth,5,23629,T,2093694,30.97382199,,,
f/2,VII,10:1 Co-incubation,to the second,5,8409,T,9999,1.507190265,,,
f/2,VII,10:1 Co-incubation,to the second,5,12656,T,9999,1.140343001,,,
f/2,VII,10:1 Co-incubation,to the second,5,10642,T,9999,2.8480093,,,
f/2,VII,10:1 Co-incubation,to the third,5,100356,T,9999,1.433272309,,,
f/2,VII,10:1 Co-incubation,to the third,5,118551,T,9999,0.888569374,,,
f/2,VII,Uninfected,to the fifth,5,6478438,T,9999,4.19935154,,,
f/2,VII,Uninfected,to the fifth,5,5929402,T,9999,0.923019076,,,
f/2,VII,Uninfected,to the fifth,5,6681331,T,9999,0.945523545,,,
f/2,VII,Uninfected,to the first,5,1094,T,9999,6.563706564,,,
f/2,VII,Uninfected,to the first,5,1845,T,9999,1.11049417,,,
f/2,VII,Uninfected,to the first,5,1651,T,9999,2.065081352,,,
f/2,VII,Uninfected,to the fourth,5,1592813,T,9999,4.260057586,,,
f/2,VII,Uninfected,to the fourth,5,1652779,T,9999,0.523708211,,,
f/2,VII,Uninfected,to the fourth,5,1701083,T,9999,1.874839066,,,
f/2,VII,Uninfected,to the second,5,13527,T,9999,4.782717282,,,
f/2,VII,Uninfected,to the second,5,14862,T,9999,1.224354732,,,
f/2,VII,Uninfected,to the second,5,13205,T,9999,1.517759349,,,
f/2,VII,Uninfected,to the third,5,149128,T,9999,5.327126092,,,
f/2,VII,Uninfected,to the third,5,169139,T,9999,0.639689847,,,
f/2,VII,Uninfected,to the third,5,164109,T,9999,1.492657575,,,
f/2,VII,10:1 Co-incubation,to the fifth,6,1266,T,51425277,76.82926832,,,
f/2,VII,10:1 Co-incubation,to the fifth,6,970,T,66475258,78.94736843,,,
f/2,VII,10:1 Co-incubation,to the fifth,6,624,T,30086598,73.69439071,,,
f/2,VII,10:1 Co-incubation,to the first,6,2918,T,9999,1.808557565,,,
f/2,VII,10:1 Co-incubation,to the first,6,2583,T,9999,2.16091954,,,
f/2,VII,10:1 Co-incubation,to the first,6,1930,T,9999,2.878598248,,,
f/2,VII,10:1 Co-incubation,to the fourth,6,4876,T,4803908,64.55529164,,,
f/2,VII,10:1 Co-incubation,to the fourth,6,5045,T,38599133,52.9896422,,,
f/2,VII,10:1 Co-incubation,to the fourth,6,3056,T,17469907,58.1027668,,,
f/2,VII,10:1 Co-incubation,to the second,6,14963,T,9999,2.150352659,,,
f/2,VII,10:1 Co-incubation,to the second,6,19897,T,9999,2.047394497,,,
f/2,VII,10:1 Co-incubation,to the second,6,14744,T,9999,9.362712979,,,
f/2,VII,10:1 Co-incubation,to the third,6,190779,T,9999,6.028940532,,,
f/2,VII,10:1 Co-incubation,to the third,6,197404,T,9999,1.77000734,,,
f/2,VII,Uninfected,to the fifth,6,7152573,T,9999,0.928310133,,,
f/2,VII,Uninfected,to the fifth,6,7871180,T,9999,1.506127417,,,
f/2,VII,Uninfected,to the fifth,6,7549485,T,9999,1.58426645,,,
f/2,VII,Uninfected,to the first,6,1560,T,9999,2.576112413,,,
f/2,VII,Uninfected,to the first,6,2717,T,9999,1.512373969,,,
f/2,VII,Uninfected,to the first,6,2571,T,9999,3.165467626,,,
f/2,VII,Uninfected,to the fourth,6,2466845,T,9999,0.954405022,,,
f/2,VII,Uninfected,to the fourth,6,2824430,T,9999,0.654291308,,,
f/2,VII,Uninfected,to the fourth,6,3062040,T,9999,0.751456675,,,
f/2,VII,Uninfected,to the second,6,16476,T,9999,2.035021297,,,
f/2,VII,Uninfected,to the second,6,19448,T,9999,1.72888519,,,
f/2,VII,Uninfected,to the second,6,20653,T,9999,2.377996371,,,
f/2,VII,Uninfected,to the third,6,228058,T,9999,1.858214951,,,
f/2,VII,Uninfected,to the third,6,323418,T,9999,1.946340141,,,
f/2,VII,Uninfected,to the third,6,339830,T,9999,2.065655217,,,
f/2,VII,10:1 Co-incubation,to the fifth,7,406,T,12437671,78.1976744,,,
f/2,VII,10:1 Co-incubation,to the fifth,7,306,T,9842205,75.95419846,,,
f/2,VII,10:1 Co-incubation,to the fifth,7,294,T,4591147,69.07630522,,,
f/2,VII,10:1 Co-incubation,to the first,7,8108,T,9999,0.668993601,,,
f/2,VII,10:1 Co-incubation,to the first,7,8268,T,9999,1.031510527,,,
f/2,VII,10:1 Co-incubation,to the first,7,6802,T,9999,1.664355063,,,
f/2,VII,10:1 Co-incubation,to the fourth,7,198,T,3268659,55.95238096,,,
f/2,VII,10:1 Co-incubation,to the fourth,7,232,T,6163099,61.80904524,,,
f/2,VII,10:1 Co-incubation,to the fourth,7,259,T,1883685,50.45454544,,,
f/2,VII,10:1 Co-incubation,to the second,7,40835,T,9999,0.7450618,,,
f/2,VII,10:1 Co-incubation,to the second,7,70099,T,9999,0.974918757,,,
f/2,VII,10:1 Co-incubation,to the second,7,45770,T,9999,5.81763842,,,
f/2,VII,10:1 Co-incubation,to the third,7,332634,T,110242206,11.13466679,,,
f/2,VII,10:1 Co-incubation,to the third,7,258794,T,142505389,11.0622585,,,
f/2,VII,Uninfected,to the fifth,7,10330790,T,9999,1.321583345,,,
f/2,VII,Uninfected,to the fifth,7,11177431,T,9999,1.683890333,,,
f/2,VII,Uninfected,to the fifth,7,10267409,T,9999,1.227272526,,,
f/2,VII,Uninfected,to the first,7,4490,T,9999,3.563474388,,,
f/2,VII,Uninfected,to the first,7,11771,T,9999,1.132766949,,,
f/2,VII,Uninfected,to the first,7,12167,T,9999,1.464435146,,,
f/2,VII,Uninfected,to the fourth,7,6261370,T,9999,0.539498544,,,
f/2,VII,Uninfected,to the fourth,7,5885559,T,9999,0.993791717,,,
f/2,VII,Uninfected,to the fourth,7,5619309,T,9999,0.901599032,,,
f/2,VII,Uninfected,to the second,7,68294,T,9999,1.18897707,,,
f/2,VII,Uninfected,to the second,7,84196,T,9999,1.534699581,,,
f/2,VII,Uninfected,to the second,7,71191,T,9999,1.442983016,,,
f/2,VII,Uninfected,to the third,7,1069770,T,9999,0.737728671,,,
f/2,VII,Uninfected,to the third,7,1353216,T,9999,1.015011447,,,
f/2,VII,Uninfected,to the third,7,1226282,T,9999,0.75616609,,,
